1417,﻿Cula Cuțui,Stronghold Cutui,Broșteni, Mehedinţi,﻿ФЕОДАЛНО ИМЕНИЕ КУЦУЙ,Броșтени, Мехединţи,44.760204,22.980387
2116,Muzeul de istorie din Chiprovtsi,History Museum in Chiprovtsi,Chiprovtsi, Montana,Исторически музей в Чипровци,Цхипровтси, Монтана,43.414703,22.899633
2117,Muzeul etnografic,Ethnographic Museum,Chiprovtsi, Montana,етнографски музей,Цхипровтси, Монтана,43.4247,22.905634
2118,Centrul comunitar Petar Bogdan,Community center Petar Bogdan,Chiprovtsi, Montana,Читалище Петър Богдан,Цхипровтси, Монтана,43.430702,22.891634
2119,Centrul comunitar Postoyanstvo,Community Center Postoyanstvo,Lom, Montana,Център Постоянство на Общността,Лом, Монтана,43.80968,23.251501
2120,Centrul comunitar Ivan Vazov,Community center Ivan Vazov,Berkovitsa, Montana,Читалище Иван Вазов,Берковитса, Монтана,43.24539,23.11525
2121,Noua baie de minerale,The new mineral bath,Varshets, Montana,Новата минерална баня,Варшетс, Монтана,43.185474,23.293316
2122,Vechea baie de minerale,The old mineral bath,Varshets, Montana,Стари минерална баня,Варшетс, Монтана,43.187473,23.290316
2123,Cazinoul Regal,The Royal Casino,Varshets, Montana,казино Royal,Варшетс, Монтана,43.191475,23.282316
2695,Monumentul Eroului Național Hristo Botev,Monument of the National Hero Hristo Botev,Vratsa, Vratsa,Паметник национален герой Христо Ботев,Вратса, Вратса,43.20385,23.548784
2696,Muzeul Istoric Regional și Galeria de Artă,Regional History Museum and the Art Gallery,Vratsa, Vratsa,Регионален исторически музей и художествена галерия,Вратса, Вратса,43.21085,23.545784
2697,Complexul Renovat Etnografic Sf. Sofroniy Vrachanski,Renovated Ethnographic Complex St. Sofroniy Vrachanski ,Vratsa, Vratsa,Реновирана етнографският комплекс Свети Софроний Врачански,Вратса, Вратса,43.21485,23.553783
2698,Templu - Monument Sf. Sofroniy Vrachanski,Temple - Monument St. Sofroniy Vrachanski ,Vratsa, Vratsa,Храм - паметник Св Софроний Врачански,Вратса, Вратса,43.20385,23.553783
2699,Turnul Meshchiyte,Tower Meshchiyte,Vratsa, Vratsa,Tower Meshchiyte,Вратса, Вратса,43.20585,23.543785
2700,Turnul Kurtpashova,Kurtpashova Tower,Vratsa, Vratsa,Tower Куртпашовата,Вратса, Вратса,43.20385,23.552784
2701,Teatrul Dramatic de Păpuși,Dramatic Puppet Theatre,Vratsa, Vratsa,Драматично-куклен театър,Вратса, Вратса,43.19585,23.550785
2702,Casa Tineretului,Youth House,Vratsa, Vratsa,Младежки дом,Вратса, Вратса,43.19985,23.542784
2703,Centrul Comunitar Dezvoltarea,Community Center Development,Vratsa, Vratsa,Читалище Развитие,Вратса, Вратса,43.19385,23.539783
2704,Centrul Comunitar Probuda,Community Center Probuda,Vratsa, Vratsa,Читалище Пробуда,Вратса, Вратса,43.20285,23.542784
2705,Biblioteca Regională Hristo Botev,Regional Library Hristo Botev,Vratsa, Vratsa,Регионална библиотека Христо Ботев,Вратса, Вратса,43.19585,23.541784
2706,Casa Memorială și Muzeul Dimitraki Hadjitoshev,Memorial House and Museum Dimitraki Hadjitoshev,Vratsa, Vratsa,Къща-музей и музей Димитраки Hadjitoshev,Вратса, Вратса,43.19985,23.549784
2707,Casa Memorială Ivan Zambin,Ivan Zambin Memorial House,Vratsa, Vratsa,Къща-музей на Иван Замбин,Вратса, Вратса,43.21285,23.552784
2708,Casa Memorială și Muzeul Grigorii Najdenov,Memorial House and Museum Grigory Najdenov,Vratsa, Vratsa,Къща-музей и музей Григорий Найденов,Вратса, Вратса,43.19985,23.540785
2709,Muzeul Național Vasul cu Aburi Radetzky,National Museum Steam Ship Radetzky,Kozloduy, Vratsa,Национален музей Steam кораб Радецки,Козлодуы, Вратса,43.802513,23.72083
2710,Școala Renașterii Vaznesenie,Renaissance School Vaznesenie,Vratsa, Vratsa,Възрожденско училище Възнесение,Вратса, Вратса,43.20485,23.543785
2711,Expoziția Transport Tradițional,Exposition Traditional Transports,Vratsa, Vratsa,Изложба Транспорт Традиционен,Вратса, Вратса,43.21385,23.539783
2712,Galeria de Artă Ivan Funev,Art Gallery Ivan Funev,Vratsa, Vratsa,Художествена галерия Иван Фунев,Вратса, Вратса,43.20685,23.545784
2713,Filarmonica de Stat,State Philharmonic,Vratsa, Vratsa,държавна филхармония,Вратса, Вратса,43.20285,23.548784
2714,Centrul de Conservare Natura,Conservation Center Nature,Vratsa, Vratsa,Природозащитен център Природа,Вратса, Вратса,43.19685,23.539783
2715,Centru Vizitatori cu Punct de Control Pădure,Visitors Center with Forest Control Point,Vratsa, Vratsa,Посетителски център с контролно-пропускателен пункт на горите,Вратса, Вратса,43.19685,23.556784
2716,Comoara Rogozen,The Rogozen Treasure,Vratsa, Vratsa,Рогозенското съкровище,Вратса, Вратса,43.20985,23.542784
2717,Comoara din Vratsa,Treasure of Vratsa,Vratsa, Vratsa,Съкровище от Враца,Вратса, Вратса,43.19685,23.540785
2718,Comoara din Bukyovtsi,Treasure in Bukyovtsi,Bukyovtsi, Vratsa,съкровище Букьовци,Букыовтси, Вратса,43.09525,23.61627
2719,Comoara din Galiche,Treasure in Galiche,Galiche, Vratsa,съкровище Galich,Галиче, Вратса,43.559196,23.86735
2720,Cetatea Gradishte,Fortress Gradishte, Lilyache, Vratsa,Крепост Градище, Лилыаче, Вратса,43.322995, 23.525463
2721,Rezervația Arheologică Augusta,Archaeological Reserve Augusta,Kozloduiy, Vratsa,Археологически резерват Августа,Козлодуиы, Вратса,43.795513,23.71883
2722,Punctul de Reper Ohoden,Landmark Ohoden,Ohoden, Vratsa,Лендмарк Оходен,Оходен, Вратса,43.368576,23.713911
2723,Cetatea Kaleto,Fortress Kaleto,Mezdra, Vratsa,Крепостта Калето,Мездра, Вратса,43.1453,23.709063
2724,Monumentul din Vârful Okolchitsa,Monument on Peak Okolchitsa,Okolchitsa, Vratsa,Паметник връх Околчица,Околчитса, Вратса,43.203037,23.559483
2725,Vârful Milin Kamak,Peak Milin Kamaka,Vratsa, Vratsa,Връх Милин Камъка,Вратса, Вратса,43.20285,23.546783
2726,Parcul Botev din Kozlodui,Botev Park in Kozloduy,Kozlodui, Vratsa,Парк Ботев в Козлодуй,Козлодуи, Вратса,43.79851,23.72783
2727,Monumentul și Obeliscul lui Hristo Botev,Monument and Obelisk of Hristo Botev,Vratsa, Vratsa,Паметник обелиск на Христо Ботев,Вратса, Вратса,43.21385,23.543785
2728,Digul Kozlodui,Kozlodui Dam,Kozlodui, Vratsa,язовир Козлодуй,Козлодуи, Вратса,43.799515,23.712831
2729,Orehov,Orehov,Vratsa, Vratsa,Орехов,Вратса, Вратса,43.20085,23.541784
2730,Muzeul de Istorie,History Museum,Oryahovo, Vratsa,исторически музей,Орыахово, Вратса,43.73489,23.961388
2731,Casa Muzeu Diko Iliev,Diko Iliev House Museum,Oryahovo, Vratsa,Дико Илиев Къща-музей,Орыахово, Вратса,43.73189,23.951387
2732,Monumentul Libertății,Freedom Monument,Oryahovo, Vratsa,Паметник на свободата,Орыахово, Вратса,43.72689,23.967388
2733,Parcul Prieteniei Bulgaro-Română,Bulgarian-Romanian Friendship Park,Oryahovo, Vratsa,Български-румънски парк Приятелство,Орыахово, Вратса,43.73189,23.965387
2734,Casa Baba Iliytsa,House Baba Iliytsa,Chelopek, Vratsa,Къща Баба Илийца,Цхелопек, Вратса,43.132294,23.608908
2205,Panorama Epopeea de la Plevna - 1877,Panorama Pleven Saga - 1877,Pleven, Pleven,Плевен Панорама епос - 1877,Плевен, Плевен,43.40824,24.620304
2206,Parcul și Muzeul Skobelev,Skobelev Park and Museum,Pleven, Pleven,Парк-музей Скобелев,Плевен, Плевен,43.40324,24.614304
2207,Muzeul Regional Istoric,Regional History Museum,Pleven, Pleven,Регионален исторически музей,Плевен, Плевен,43.399242,24.621304
2208,Cetatea Storgozia,Fortress Storgozia,Pleven, Pleven,крепост Сторгозия,Плевен, Плевен,43.40224,24.617304
2209,Muzeul Marelui Duce Nikolay Nicholaevich,Museum of Grand Duke Nikolay Nicholaevich,Pleven, Pleven,Музей Великия херцог Николай Nicholaevich,Плевен, Плевен,43.41824,24.625303
2210,Mausoleul Român Muzeul şi Parcul Memorial,Romanian Mausoleum Museum and Memorial Park,Grivitsa, Pleven,Мавзолей Музей румънски и мемориален парк,Гривитса, Плевен,43.412586,24.701126
2211,Galeria de Artă Svetlin Rusev,Svetlin Rusev Art Gallery,Pleven, Pleven,Светлин Русев художествена галерия,Плевен, Плевен,43.41124,24.626305
2212,Galeria de Artă Iliya Beshkov,Art Gallery Iliya Beshkov,Pleven, Pleven,Художествена галерия Илия Бешков,Плевен, Плевен,43.40924,24.621304
2213,Expoziție în Aer Liber Casa Neolitică,Open Air Exhibition House Neolithic,Telish, Pleven,Открит изложба неолита къща,Телиш, Плевен,43.327023,24.261032
2214,Monumentul Mama Bulgaria,Mother Bulgaria Monument,Pleven, Pleven,Майка България Паметник,Плевен, Плевен,43.40924,24.626305
2215,Munumentul Vasil Levski,Vasil Levski Munument,Pleven, Pleven,Munumentul Васил Левски,Плевен, Плевен,43.399242,24.614304
2216,Memorialul Edward și Elisabeth Haskell,Edward and Elisabeth Haskell Memorial,Pordium, Pleven,Мемориал Едуард и Елизабет Хаскел,Пордиум, Плевен,43.37681,24.847881
2217,Colonia Romana Ulpia Oescus,Roman Colony Ulpia Oescus,Gigen, Pleven,Румънският Colonia Ulpia Ескус,Гиген, Плевен,43.69754,24.482285
2218,Casa Muzeu Tsar Liberator II,Tsar Liberator II House Museum,Pleven, Pleven,Къща-музей Цар Освободител II,Плевен, Плевен,43.412243,24.614304
2219,Casa Muzeu Majestatea Sa Regele Carol I,House Museum His Majesty King Carol I,Pordim, Pleven,Къща-музей Негово Величество крал Карол I,Пордим, Плевен,43.38281,24.853882
2220,Muzeul Vinului,Wine Museum,Pleven, Pleven,Музей Вино,Плевен, Плевен,43.41424,24.627304
2221,Mausoleul Capelă Sf Gheorghe Cuceritorul,Mausoleum Chapel of St. George the Conqueror,Pleven, Pleven,Ул Георге Cuceritorul Параклис мавзолей,Плевен, Плевен,43.40824,24.613304
2222,Cetatea Romană Militar Dimum,Roman Citadel Military Dimum,Belene, Pleven,Роман Citadel Военна Димум,Белене, Плевен,43.648155,25.128008
2224,Church Saint Trinity,Church Saint Trinity,Pleven, Pleven,Църквата Света Троица,Плевен, Плевен,43.40324,24.622305
2225,Complexul Bulgar Național al Renașterii,Bulgarian National Revival Complex,Pleven, Pleven,Българското Възраждане Комплекс,Плевен, Плевен,43.41024,24.627304
2226,Teatrul Dramatic Ivan Radoev,Ivan Radoev Dramatic Theatre,Pleven, Pleven,Драматичен театър Иван Радоев,Плевен, Плевен,43.40424,24.628304
2227,Comoara Valchitran,Treasure Valchitran,Valchitran, Pleven,съкровище Вълчитрънското,Валчитран, Плевен,43.328335,24.870361
2228,Muzeul Asociației Vânătorii și Pescuitului,Hunting and Fishing Museum Association,Pleven, Pleven,Лов и риболов Асоциация МУЗЕЙ,Плевен, Плевен,43.40424,24.623304
2229,Podul Vechi Peste Râul Vit,Old Bridge Over River Vit,Pleven, Pleven,Старият мост на река Вит Over,Плевен, Плевен,43.40124,24.629305
2230,Centrul Comunitar Georgi Partsalev,Georgi Partsalev Community Center,Pleven, Pleven,Георги Парцалев Читалище,Плевен, Плевен,43.40024,24.615305
2231,Parcul Shavarna,Park Shavarna,Levski, Pleven,Парк Shavarna,Левски, Плевен,43.35929,25.14191
2232,Vechiul Pod Roman de Piatră,The Old Roman Stone Bridge,Balgarene, Pleven,Старият мост Роман Стоун,Балгарене, Плевен,43.440098,25.075933
2233,Canalele Antice Garlata,Garlata Ancient Canals,Belene, Pleven,Древни канали ЧЕСЪН,Белене, Плевен,43.648155,25.122007
2234,Piatra dreaptă de lângă satul Petokladentsi,Stone right next to the village Petokladentsi,Petokladentsi, Pleven,Стоун в непосредствена близост до село Петокладенци,Петокладентси, Плевен,43.522114,25.111185
2235,Memorialul Papei Ioan Paul II,Memoirs of Pope John Paul II,Belene, Pleven,Мемориал на папа Йоан Павел II,Белене, Плевен,43.648155,25.121008
2485,Bazarul din Samovodene,Bazaar Samovodene,Veliko Tarnovo, Veliko Tarnovo,Самоводска чаршия,Велико Тарново, Велико Тарново,43.08336,25.63628
2486,Casa Sarafkata,House Sarafkata,Veliko Tarnovo, Veliko Tarnovo,Сарафкина къща,Велико Тарново, Велико Тарново,43.082047,25.638443
2488,Muzeul Renașterii și Adunării Constituante,Renaissance and Constituent Assembly Museum,Veliko Tarnovo, Veliko Tarnovo,Музей Възраждане и Учредително събрание,Велико Тарново, Велико Тарново,43.080803,25.64032
2489,Muzeul Arheologic,Archaeological Museum,Veliko Tarnovo, Veliko Tarnovo,Археологически музей,Велико Тарново, Велико Тарново,43.080765,25.63976
2493,Trapezitsa (Cetate),Trapezitsa (Fortress),Veliko Tarnovo, Veliko Tarnovo,Трапезица (крепост),Велико Тарново, Велико Тарново,43.09671,25.643845
2495,Muzeul Casa lui Emilian Stanev,Emilian Stanev's House Museum,Veliko Tarnovo, Veliko Tarnovo,Къща,Велико Тарново, Велико Тарново,43.084656,25.637308
2497,Muzeul Închisoare,Prison Museum,Veliko Tarnovo, Veliko Tarnovo,Музей Затвор,Велико Тарново, Велико Тарново,43.08053,25.64023
2498,Muzeul de Istorie Modernă și Contemporană,Museum of Modern and Contemporary History,Veliko Tarnovo, Veliko Tarnovo,Музей Нова и най,Велико Тарново, Велико Тарново,43.080395,25.640636
2499,Muzeul de Istorie,History Museum,Veliko Tarnovo, Veliko Tarnovo,Исторически музей,Велико Тарново, Велико Тарново,43.08422,25.59818
2500,Muzeul Sokal,Sokal Museum,Veliko Tarnovo, Veliko Tarnovo,Музей Сокай,Велико Тарново, Велико Тарново,43.08117,25.640562
2502,Podul Episcopului,Bishop's Bridge,Veliko Tarnovo, Veliko Tarnovo,Владишки мост,Велико Тарново, Велико Тарново,43.078663,25.641426
2504,Cetatea Tsarevets,Tsarevets Fortress,Veliko Tarnovo, Veliko Tarnovo,Царевец,Велико Тарново, Велико Тарново,43.083786,25.649857
2505,Turnul Baldwin,Baldwin Tower,Veliko Tarnovo, Veliko Tarnovo,Балдуиновата кула,Велико Тарново, Велико Тарново,43.083786,25.647297
2506,Stânca Frontală,Frontal Rock,Tsarevets, Veliko Tarnovo,Лобната скала,Тсареветс, Велико Тарново,43.086723,25.652805
2512,Fântâna Micul Lako,Fountain Little Lako,Arbanasi, Veliko Tarnovo,Чешма Малкото лако,Арбанаси, Велико Тарново,43.09325,25.668194
2513,Casa-Muzeu Konstantsaliev,Konstantsaliev House-Museu,Arbanasi, Veliko Tarnovo,Констанцалиевата къща,Арбанаси, Велико Тарново,43.099056,25.66314
2521,Cetatea din Gradiște,Fortress Gradistea,Mindya, Veliko Tarnovo,Крепост Градището,Миндыа, Велико Тарново,43.0201,25.835772
2527,Muzeul de Istorie,History Museum,Gorna Oryahovitsa, Veliko Tarnovo,Исторически музей Горна Оряховица,Горна Орыаховитса, Велико Тарново,43.121944,25.687666
2528,Muzeu de Istorie,Museum of History,Kilifarevo, Veliko Tarnovo,Исторически музей,Килифарево, Велико Тарново,42.996155,25.60867
2529,Turnul cu Ceas,Clock Tower,Kilifarevo, Veliko Tarnovo,Часовникова кула,Килифарево, Велико Тарново,42.995155,25.61167
2530,Muzeul de Grădinărit,Museum of Gardening,Lyaskovets, Veliko Tarnovo,Музей на градинарството,Лыасковетс, Велико Тарново,43.102695,25.714945
2532,Cetatea Rahovets,Fortress Rahovets,Gorna Oryahovitsa, Veliko Tarnovo,Крепост Раховец,Горна Орыаховитса, Велико Тарново,43.133335,25.650278
2540,Cetatea Orașul,Fortress Town,Kilifarevo, Veliko Tarnovo,Крепост Градът,Килифарево, Велико Тарново,42.989307,25.624332
