1417,﻿Cula Cuțui,Broșteni, Mehedinţi,Stronghold Cutui,Broșteni, Mehedinţi
2565,Barajul Alexander Stamboliiski,Gorsko Kalugherovo, Veliko Tarnovo,Alexander Stamboliiski Dam,Gorsko Kalugherovo, Veliko Tarnovo
2575,Cele Cinci Case Razsukanov (ale lui Hadzhi Dimitrov),Elena, Veliko Tarnovo,The Five Razsukanov Houses (of Hadzhi Dimitrov),Elena, Veliko Tarnovo
2293,Cabana Alpinistului,Basarabovo, Ruse,Alpinist Cabin,Basarabovo, Ruse
2296,Galeria Orășenească de Arte,Ruse, Ruse,Town's Art Gallery,Ruse, Ruse
2297,Asociația Maeștrilor în Meșteșuguri Artizanale,Ruse, Ruse,Masters Association in Folk Crafts,Ruse, Ruse
2300,Arena Bulstard,Ruse, Ruse,Arena Bulstard,Ruse, Ruse
2301,Casa Canetti,Ruse, Ruse,Canetti House,Ruse, Ruse
2310,Centrul Cultural BH,Ruse, Ruse,BH Cultural Center,Ruse, Ruse
2311,Insula Doychov,Batin, Ruse,Island Doychov,Batin, Ruse
2312,Muzeul de Ecologie cu Acvariu,Ruse, Ruse,Ecology Museum with Aquarium,Ruse, Ruse
2313,Parcul Pădurea Belenă,Byala, Ruse,Forest Park Belene,Byala, Ruse
2314,Pădurea Urbană Lipnik,Nikolovo, Ruse,Urban Forest Lipnik,Nikolovo, Ruse
2319,Casa de oaspeți,Dve Mogili, Ruse,Guesthouse,Dve Mogili, Ruse
2330,MOL Ruse,Ruse, Ruse,MOL Ruse,Ruse, Ruse
2337,Monumentul Libertății,Ruse, Ruse,Freedom Monument,Ruse, Ruse
2349,Monument al Naturii Dekilitash,Mehka, Ruse,Natural Monument Dekilitash,Mehka, Ruse
2350,Zona Protejată Ribarnitsite (Iazurile),Vetovo, Ruse,Ribarnitsite Protected Area (Ponds),Vetovo, Ruse
2352,Peștera Orlova Chuka,Dve Mogili, Ruse,Orlova Chuka Cave,Dve Mogili, Ruse
2354,Parcul Tineretului,Ruse, Ruse,Youth Park,Ruse, Ruse
2355,Societatea Turistică Prista,Ruse, Ruse,Tourist Society Prista,Ruse, Ruse
2357,Zona Protejată Kalimok,Brashlen, Ruse,Protected Area Kalimok,Brashlen, Ruse
2358,Teatrul de Păpuși,Ruse, Ruse,Puppet Theatre,Ruse, Ruse
2361,Restaurantul Pescăresc Ribarska Sreshta,Ryahovo, Ruse,Fish Restaurant Ribarska Sreshta,Ryahovo, Ruse
2362,Restaurant Asansyora,Ruse, Ruse,Restaurant Asansyora,Ruse, Ruse
2366,Podul de Frânghie,Belyanovo, Ruse,Rope Bridge,Belyanovo, Ruse
2367,Opera din Ruse,Ruse, Ruse,Opera in Ruse,Ruse, Ruse
2371,Biblioteca Austriacă,Ruse, Ruse,Austrian Library,Ruse, Ruse
2374,Berăria Huligans,Ruse, Ruse,Brewery Hooligans,Ruse, Ruse
2375,Vasul „Rusciuc“,Ruse, Ruse,The Vessel „Rusciuc“,Ruse, Ruse
2376,Parcul Natural Rusenski Lom,Ivanovo, Ruse,Rusenski Lom Nature Park,Ivanovo, Ruse
2381,Stalpishte,Mechka, Ruse,Stalpishte,Mechka, Ruse
2382,Restaurantul Terasa,Ruse, Ruse,Terrace Restaurant,Ruse, Ruse
2383,Restaurantul Plutitor Pontona,Ruse, Ruse,Pontona Floating Restaurant,Ruse, Ruse
2387,Centrul de Informare Turistică,Ruse, Ruse,Tourist Information Center,Ruse, Ruse
2389,Centrul de Vizitatori Lomovete,Nisovo, Ruse,Visitors Center Lomovete,Nisovo, Ruse
2392,Complexul Vinicol Șapte Generații,Mechka, Ruse,Wine Complex Seven Generations,Mechka, Ruse
2393,Crama de Vinuri Nisovo,Nisovo, Ruse,Wine Cellar Nisovo,Nisovo, Ruse
2398,Stejarul Secular,Silistra, Silistra,Secular Oak,Silistra, Silistra
2430,Zona Protejată Insulele din Pozharevo,Tutrakan, Silistra,Pozharevo Islands Protected Area,Tutrakan, Silistra
2432,Traseu Turistic Pietonal Tutrakan - Malak Preslavets,Tutrakan, Silistra,Pedestrian Tourist Route Tutrakan - Malak Preslavets,Tutrakan, Silistra
2434,Domenii Importante pentru Păsări “Peretele”,Tutrakan, Silistra,Important Birds Areas “The Wall”,Tutrakan, Silistra
2435,Zona Protejată Boblata,Tutrakan, Silistra,Protected Area Boblata,Tutrakan, Silistra
2436,Zona de Agrement “Oțelul”,Tutrakan, Silistra,Recreation Area “Steel”,Tutrakan, Silistra
2437,Localitatea Hanul din Antimovo “Dalboka”,Tutrakan, Silistra,Settlement Inn of Antimovo “Dalboka”,Tutrakan, Silistra
2438,Barajul Antimovo,Tutrakan, Silistra,Dam Antimovo,Tutrakan, Silistra
2440,Parcul Dunărean Tutrakan,Tutrakan, Silistra,Tutrakan Danube Park,Tutrakan, Silistra
2441,Festivalul de Caise din Tutrakan,Tutrakan, Silistra,Apricot Festival in Tutrakan,Tutrakan, Silistra
2442,Festivalul Dunărea de Foc din Tutrakan,Tutrakan, Silistra,Danube Festival of Fire in Tutrakan,Tutrakan, Silistra
2443,“July Morning” pe Dunăre,Tutrakan, Silistra,“July Morning” on the Danube,Tutrakan, Silistra
2444,Piața de Pește din Tutrakan,Tutrakan, Silistra,Fish Market in Tutrakan,Tutrakan, Silistra
2445,Sal Dunărea Sălbatică,Tutrakan, Silistra,Wild Danube Sal,Tutrakan, Silistra
2446,Insula Radetzki,Tutrakan, Silistra,Island Radetzki,Tutrakan, Silistra
2447,Marș pe Apă de Ziua Apei pe Dunăre,Tutrakan, Silistra,Water March on Water Day on the Danube,Tutrakan, Silistra
2449,OFF ROAD,Nova Cherna, Silistra,OFF ROAD,Nova Cherna, Silistra
2450,Paralel Nova Cherna,Nova Cherna, Silistra,Parallel Nova Cherna,Nova Cherna, Silistra
2452,Festivalul Național de Jocuri Mascarade,Varnentsi, Silistra,National Festival of Masquerade Games,Varnentsi, Silistra
2454,Stejarii Seculari din Chernogor,Chernogor, Silistra,Ancient Oak in Chernogor,Chernogor, Silistra
2455,Hotel cu Restaurant de Pește “Barca”,Tutrakan, Silistra,Hotel with Fish Restaurant “Boat”,Tutrakan, Silistra
2456,Zona Protejată Depozit Boturce de Primăvară,Brenitsa, Silistra,Protected Area Spring Boturce Storage,Brenitsa, Silistra
2457,Traseu Turistic pe Apa Slivo Pole - Tutrakan - Glavinitsa,5 km Brenitsa, Silistra,Tourist Route on Water Slivo Pole - Tutrakan - Glavinitsa,5 km Brenitsa, Silistra
2459,Economie de Stat de Vânătoare Karakuz,Dulovo, Silistra,State Hunting Economy Karakuz,Dulovo, Silistra
2474,Magie de Aer,Aeroportul Rebus, Silistra,Magic Air,Aeroportul Rebus, Silistra
2006,Gradina Botanica,Balchik, Dobritch,Botanical Garden,Balchik, Dobritch
2011,Kaliakria Resort,Dobritch,Kaliakria Resort,Dobritch
2012,Rezervatia Baltata langa Albena,Albena, Dobritch,Reserve Balata near Albena,Albena, Dobritch
2013,Capul Kaliakra,Dobritch,Cape Kaliakra,Dobritch
2014,Satul Krapets,Dobritch,Village Krapets,Dobritch
2015,Golful de pasări (Taukliman),Dobritch,Gulf of birds (Taukliman),Dobritch
2016,Zona Yaylata,Dobritch,Yaylata Area,Dobritch
2017,Lacul Shabla,Shabla, Dobritch,Lake Shabla,Shabla, Dobritch
2019,Lacul Durankulak,Durankulak, Dobritch,Lake Durankulak,Durankulak, Dobritch
2020,Galeria de Arta,Dobrich, Dobritch,Art Gallery,Dobrich, Dobritch
2022,Parcul Zoologic,Dobrich, Dobritch,Zoological Park,Dobrich, Dobritch
2027,Tirul și Baza de Călărie,Dobrich, Dobritch,Base Shooting and Horse Riding,Dobrich, Dobritch
2037,Complexul Etnografic Chiflika Chukurovo,Prilep, Dobritch,Ethnographic Complex Chiflika Chukurovo,Prilep, Dobritch
2041,Aleea Muzicii Rock,Kavarna, Dobritch,Rock Music Alley,Kavarna, Dobritch
2044,Galeria de Arta,Kavarna, Dobritch,Art Gallery,Kavarna, Dobritch
2045,Centrul Verde Educational,Shabla, Dobritch,Green Educational Center,Shabla, Dobritch
2048,Balta Kartali,Durankulak, Dobritch,Kartali Pond,Durankulak, Dobritch
2049,Satul Tiulenovo,Tiulenovo, Dobritch,Village Tiulenovo,Tiulenovo, Dobritch
2056,Pista Carting,Dobrich, Dobritch,Karting Track,Dobrich, Dobritch
2058,Aquamania (Aquaparc),Albena, Dobritch,Aquamania (Aquaparc),Albena, Dobritch
2059,Baza de Calarie Albena,Albena, Dobritch,Horse Riding Base Albena,Albena, Dobritch
2062,Plaja Baltata,Albena, Dobritch,Baltata Beach,Albena, Dobritch
2063,Plaja Vanilla Beach,Kranevo, Dobritch,Vanilla Beach Beach,Kranevo, Dobritch
2064,Blacksearama (Golf Club),Balchik, Dobritch,Blacksearama (Golf Club),Balchik, Dobritch
2066,Bolata (Plaja),Balgarevo, Dobritch,Bolata (Beach),Balgarevo, Dobritch
2068,Teatrul Dramaturgic Yordan Yovkov,Dobrich, Dobritch,Drama Theatre Yordan Yovkov,Dobrich, Dobritch
2069,Teatrul de Păpuși de Stat Dora Gabe,Dobrich, Dobritch,State Puppet Theatre Dora Gabe,Dobrich, Dobritch
2071,Capul Sivriburun,Durankulak, Dobritch,Cape Sivriburun,Durankulak, Dobritch
2073,Parcul Natural “Stejarii”,Dobrich, Dobritch,Natural Park “Oaks”,Dobrich, Dobritch
2074,Parcul Orasenesc „Sf. Gheorghi“,Dobrich, Dobritch,St. George City Park,Dobrich, Dobritch
2084,Capul Cirakman,3 km Kavarna, Dobritch,Cape Cirakman,3 km Kavarna, Dobritch
2085,Zona Protejata „Chairya”,Metodievo, Dobritch,Protected Area “Chairya”,Metodievo, Dobritch
2086,Zona Protejată „Orlova Mogila”,Orlova Mogila, Dobritch,Protected Area “Orlova Mogila”,Orlova Mogila, Dobritch
2087,Valea Batvska,Batovo, Dobritch,Batvska Valley,Batovo, Dobritch
2088,Raul Uscat,Dobritch,Dry River,Dobritch
2089,Cișmea Karalezka,Stefan Karadgea, Dobritch,Fountain Karalezka,Stefan Karadgea, Dobritch
2093,Kavarna Rock Fest,Kavarna, Dobritch,Kavarna Rock Fest,Kavarna, Dobritch
2095,Festival National al Teatrelor de Amatori,Kavarna, Dobritch,National Festival of Amateur Theatre,Kavarna, Dobritch
2096,Adunarea Folclorica - Cu Bulgaria in inima,Kavarna, Dobritch,Folk Assembly - With Bulgaria at Heart,Kavarna, Dobritch
1263,Herghelia Dor Mărunt,Dor Mărunt, Călăraşi,Dor Mărunt Stud Farm,Dor Mărunt, Călăraşi
1122,Club Sportiv Laguna,Constanța, Constanța,Laguna Sports Club,Constanța, Constanța
1132,Gravity Park,Constanța, Constanța,Gravity Park,Constanța, Constanța
1197,Herghelia Mangalia,Mangalia, Constanța,Mangalia Stud Farm,Mangalia, Constanța
2676,Stadionul “Georgi Benkovski”,Vidin, Vidin,The stadium “Georgi Benkovski”,Vidin, Vidin
2677,Sala de sport “Festivalna”,Vidin, Vidin,Gym “Festivalna”,Vidin, Vidin
2678,Race course Vidin,Vidin, Vidin,Race course Vidin,Vidin, Vidin
2679,Bază de vâslit,Vidin, Vidin,Paddling base,Vidin, Vidin
2680,Traseul Keleto-Salash-Prauzda,Belogradchik, Vidin,Route Keleto-Salash-Prauzda,Belogradchik, Vidin
2681,Traseul Calea Timpului-Belogradchik,Belogradchik, Vidin,Trail Way of Time-Belogradchik,Belogradchik, Vidin
2682,Traseul Peștera Lepenitsa-Izvos,Belogradchik, Vidin,Route Cave Lepenitsa-Izvos,Belogradchik, Vidin
2683,Traseul Dabravka-Veshtitsa-Rabisha,Belogradchik, Vidin,Route Dabravka-Veshtitsa-Rabisha,Belogradchik, Vidin
2684,Traseul Borovitsa - Falkovets,Belogradchik, Vidin,Route Borovitsa - Falkovets,Belogradchik, Vidin
2685,Euro Velo 6 - E4 - Dunav,Vidin, Vidin,Euro Velo 6 - E4 - Dunav,Vidin, Vidin
2686,Complexul Sportiv,Belogradchik, Vidin,Sports Complex,Belogradchik, Vidin
2687,Complexul Turistic Magurata,Rabisha, Vidin,Resort Magurata,Rabisha, Vidin
2688,Traseul “Pisana Buka”,Stakevtsi, Vidin,Route “Pisana Buka”,Stakevtsi, Vidin
2689,Traseul “Palkin Grad”,Stakevtsi, Vidin,Route “Palkin Grad”,Stakevtsi, Vidin
2690,Via Militaris,Vidin,Via Militaris,Vidin
2691,Stadionul “Gradski”,Belogradchik, Vidin,Stadium “Gradski”,Belogradchik, Vidin
2692,Stadionul din Ruzhintsi,Ruzhintsi, Vidin,Stadium Ruzhintsi,Ruzhintsi, Vidin
2693,Stadionul din Drenovtsi,Drenovtsi, Vidin,Stadium Drenovtsi,Drenovtsi, Vidin
2694,Stadionul din Dimovo,Dimovo, Vidin,Stadium Dimovo,Dimovo, Vidin
2182,Traseul Koprenska,Kopilovtsi, Montana,Route Koprenska,Kopilovtsi, Montana
2183,Cărarea Eco Deyanitsa,Chiprovtsi, Montana,Eco Path Deyanitsa,Chiprovtsi, Montana
2184,Traseul Eco Ivanchona Polyana,Varshets, Montana,Eco Route Ivanchona Polyana,Varshets, Montana
2185,Zona Protejată Kopren..Deyanitsa-Kalimanitsa,Montana, Montana,Protected Area Kopren..Deyanitsa-Kalimanitsa,Montana, Montana
2186,Stadionul „Ogosta“,Montana, Montana,Stadium “Ogosta”,Montana, Montana
2187,Bazinul Cascada,Varshets, Montana,Waterfall Basin,Varshets, Montana
2188,Barajul “Ogosta”,Montana, Montana,Dam “Ogosta”,Montana, Montana
2189,Barajul Gaganitsa,Berkovitsa, Montana,Dam Gaganitsa,Berkovitsa, Montana
2190,Barajul “Lipen“,Lipen, Montana,Dam “Lippen”,Lipen, Montana
2191,Barajul Lipovets,Lipovets, Montana,Dam Lipovets,Lipovets, Montana
2192,Barajul Srechenska Bar,Strawberry, Montana,Dam Srechenska Bar,Strawberry, Montana
2193,Barajul Balova Shuma,Gavril Genov, Montana,Dam Balova Shuma,Gavril Genov, Montana
2194,Călărie la Berglend,Berkovitsa, Montana,Horseriding in Berglend,Berkovitsa, Montana
2195,Complexul Sportiv Augusta,Montana, Montana,Augusta Sports Complex,Montana, Montana
2196,Resortul de Schi Top Com,Berkovitsa, Montana,Ski Resort Top Com,Berkovitsa, Montana
2197,Drumul Pentru Mountain Bike (Prevala),Chiprovtsi, Montana,Road To Mountain Bike (Prevail),Chiprovtsi, Montana
2198,Chiprovtsi - Mănăstirea Gushovski,Site Deyanitsa - Chiprovtsi, Montana,Chiprovtsi - Monastery Gushovski,Site Deyanitsa - Chiprovtsi, Montana
2199,În Jurul Chiprovtsi,Chiprovtsi, Montana,Around Chiprovtsi,Chiprovtsi, Montana
2200,Sărituri cu Parașuta în Tandem,Erden, Montana,In Tandem Skydiving,Erden, Montana
2201,Pistă de ciclism,Varschez, Montana,Track Cycling,Varschez, Montana
2202,Stadionul Varshets,Varshets, Montana,Varshets Stadium,Varshets, Montana
2203,Sala Multifuncțională de Sport,Varshets, Montana,Multifunctional Sports,Varshets, Montana
2204,Complexul Sportiv,Varshets, Montana,Sports Complex,Varshets, Montana
2774,Stadionul “Hristo Botev“,Vratsa, Vratsa,Stadium “Hristo Botev”,Vratsa, Vratsa
2775,Resortul de Schi Parshevitsa,Kalchina Bara, Vratsa,Ski Resort Parshevitsa,Kalchina Bara, Vratsa
2776,Trecătoarea “Vratsata”,Vrachanski Balkan, Vratsa,The Gorge “Vratsata”,Vrachanski Balkan, Vratsa
2777,Stadionul “Lokomotiv” Mezdra,Mezdra, Vratsa,Stadium “Lokomotiv” Mezdra,Mezdra, Vratsa
2778,Bazinul Interior Vratsa,Vratsa, Vratsa,Indoor Pool Vratsa,Vratsa, Vratsa
2779,Bazin în aer liber,Vratsa, Vratsa,Outdoor Pool,Vratsa, Vratsa
2780,Pista de carting,Vratsa, Vratsa,Karting track,Vratsa, Vratsa
2781,Sala de atletism acoperită,Vratsa, Vratsa,Indoor athletics hall,Vratsa, Vratsa
2782,Sala de volei acoperită “Haleto”,Vratsa, Vratsa,Indoor volleyball hall “Haleto”,Vratsa, Vratsa
2783,Pista de Auto-Modelism,Vratsa, Vratsa,Track Auto-Modelism,Vratsa, Vratsa
2784,Eco-Traseul Vratsa “Borov Kamak”,Zgorigrad, Vratsa,Vratsa Eco Trail “Borov Kamak”,Zgorigrad, Vratsa
2785,Traseu Turistic Vratsata - Parshevitsa,Vratsa, Vratsa,Tourist Route Vratsata - Parshevitsa,Vratsa, Vratsa
2786,Traseul Cascada “Skaklya” - Muntele Okolchitsa,Vratsa, Vratsa,Route Waterfall “Skaklya” - Mount Okolchitsa,Vratsa, Vratsa
2787,Medkovets - Muntele Okolchitsa,Vratsa, Vratsa,Medkovets - Mount Okolchitsa,Vratsa, Vratsa
2788,Ruta lui Botev,Vratsa, Vratsa,Botev's route,Vratsa, Vratsa
2789,Munte - Pogledets - Rashov Dol - Lutibrod,Vratsa, Vratsa,Mountain - Pogledets - Rashov Dol - Lutibrod,Vratsa, Vratsa
2790,Cascada Borov Kamak - Muntele Okolchitsa,Vratsa, Vratsa,Borov Kamak Waterfall - Mount Okolchitsa,Vratsa, Vratsa
2791,Satul Ochin Dol - Cabana Parshevitsa,Vratsa, Vratsa,Ochin Dol Village - Cabin Parshevitsa,Vratsa, Vratsa
2792,Gara Lakatnik – Cabana Parshevitsa – Lakatnik,Vratsa,Lakatnik Station – Hut Parshevitsa – Lakatnik,Vratsa
2793,Satul Zverino - Vârful Okolchitsa,Vratsa, Vratsa,Zverino Village - Peak Okolchitsa,Vratsa, Vratsa
2794,“Traseul Sănătății prin Pădure”,Vratsa, Vratsa,“Health Through Forest Trail”,Vratsa, Vratsa
2795,Traseul de Turism și Bicicletă Svrazhen,Staro Selo, Vratsa,Walking and Bike Trail Svrazhen,Staro Selo, Vratsa
2286,Sala de Sport „Spartak“,Pleven, Pleven,Gym “Spartak”,Pleven, Pleven
2287,Sala Balkanstroy,Pleven, Pleven,Hall Balkanstroy,Pleven, Pleven
2288,Sala de Sport din Knezha,Knezha, Pleven,Gym in Knezha,Knezha, Pleven
2289,Stadionul Gradski,Cherven Bryag, Pleven,Gradski Stadium,Cherven Bryag, Pleven
2290,Stadionul Pleven,Pleven, Pleven,Pleven Stadium,Pleven, Pleven
2291,Stadionul Belite Orli (Vulturii Albi),Pleven, Pleven,Belite Orli Stadium (White Eagles),Pleven, Pleven
2516,Muzeul de Turism și Activități Sportive de Turism,Veliko Tarnovo, Veliko Tarnovo,Tourism and Tourist Sports Activities Museum,Veliko Tarnovo, Veliko Tarnovo
2566,Eco-Aleea din Miykovtsi,Miykovtsi, Veliko Tarnovo,Eco-Alley in Miykovtsi,Miykovtsi, Veliko Tarnovo
2298,Insula Batin,Batin, Ruse,Batin Island,Batin, Ruse
2308,Stadionul Orășenesc,Ruse, Ruse,City Stadium,Ruse, Ruse
2320,Clubul Sportiv de Tenis de Masă Dunărea,Ruse, Ruse,Table Tennis Sports Club Danube,Ruse, Ruse
2325,Râul Yantra,Belyanovo, Ruse,Yantra River,Belyanovo, Ruse
2351,Rețeaua de Piste de Biciclete,Ruse, Ruse,Bike Trail Network,Ruse, Ruse
2380,Societatea Sportivă și de Protecție a Mediului „Akademik”,Ruse, Ruse,Sports Society and Environmental Protection “Akademik”,Ruse, Ruse
2384,Peretele Alb,Svalenik, Ruse,White Wall,Svalenik, Ruse
2391,Parcul de Vest Prista,Ruse, Ruse,West Park Prista,Ruse, Ruse
2426,Zona Protejată Malak Kanagiol,Vasil Levski, Silistra,Protected Area Malak Kanagiol,Vasil Levski, Silistra
2076,Complex de Vanatoare de Stat,Balchik, Dobritch,Hunting State Complex,Balchik, Dobritch
2077,Complex de Vanatoare de Stat,General Toshevo, Dobritch,Hunting State Complex,General Toshevo, Dobritch
2078,Complex de Vanatoare de Stat,Tervel, Dobritch,Hunting State Complex,Tervel, Dobritch
2091,Turneul International de Petanc,Shabla, Dobritch,International Petanc Tournament,Shabla, Dobritch
2092,Complex Sportiv Rusalka,Dobrich, Dobritch,Sports Complex Rusalka,Dobrich, Dobritch
1512,Stațiunea Balneoclimaterică Bala,Bala, Mehedinţi,Bala Spa and Health Resort,Bala, Mehedinţi
1182,Ana Aslan Health Spa,Eforie Nord, Constanța,Ana Aslan Health Spa,Eforie Nord, Constanța
1200,Sanatoriul Balnear,Mangalia, Constanța,Spa Sanatorium,Mangalia, Constanța
2149,Complexul “Minkovi Bani”,Varshets, Montana,Complex “Minkovi Bani”,Varshets, Montana
2150,Hotelul Spa Medicus,Varshets, Montana,Hotel Spa Medicus,Varshets, Montana
2151,Hotelul Tintyava,Varshets, Montana,Hotel Tintyava,Varshets, Montana
2152,Restaurant, Spa și Hotel ATA,Varshets, Montana,Restaurant, Spa and Hotel ATA,Varshets, Montana
2153,Hotelul Spa Sunny Garden,Varshets, Montana,Sunny Garden Spa Hotel,Varshets, Montana
2154,Hotalul de familie “PRE-SPA”,Varshets, Montana,Family Hotal “PRE-SPA”,Varshets, Montana
2155,SBR Sf Mina,Varshets, Montana,SBR St. Mina,Varshets, Montana
2263,Hotelul Orbita Palace,Pleven, Pleven,Orbita Palace Hotel,Pleven, Pleven
2264,Hotelul Balkan,Pleven, Pleven,Hotel Balkan,Pleven, Pleven
2265,Hotelul City,Pleven, Pleven,Hotel City,Pleven, Pleven
2266,Hotelul Galeriya,Pleven, Pleven,Hotel Galeriya,Pleven, Pleven
2267,Hotelul Milyana,Kailuka, Pleven,Hotel Milyana,Kailuka, Pleven
2268,Hotelul Mirazh,Pleven, Pleven,Hotel Mirazh,Pleven, Pleven
2269,Hotelul Grivitsa,Grivitsa, Pleven,Hotel Grivitsa,Grivitsa, Pleven
2270,Hotelul Parc Kaylaka,Kaylaka, Pleven,Hotel Parc Kaylaka,Kaylaka, Pleven
2271,Hotelul Vila Kaylaka,Kaylaka, Pleven,Hotel Vila Kaylaka,Kaylaka, Pleven
2272,Hotelul Tachev,Cherven Bryag, Pleven,Hotel Tachev,Cherven Bryag, Pleven
2273,Pensiunea Chudna, Cherven Bryag,Brest, Pleven,Chudna Pension, Cherven Bryag,Brest, Pleven
2274,Hotelul Prestige,Belene, Pleven,Hotel Prestige,Belene, Pleven
2275,Hotelul Rostov,Pleven, Pleven,Hotel Rostov,Pleven, Pleven
2292,Insula Aleko,Sandrovo, Ruse,Aleko Island,Sandrovo, Ruse
2329,Insula Lyulyaka,Prista, Ruse,Island Lyulyaka,Prista, Ruse
2333,Insula Mishka,Ryahovo, Ruse,Mishka Island,Ryahovo, Ruse
2415,Kalimok - Brashlen (Zona protejată),Tutrakan, Silistra,Kalimok - Brashlen (Protected area),Tutrakan, Silistra
2417,Parcul Arheologic Nigrinianis Kandidiana,Malak Preslavets, Silistra,Archaeological Park Nigrinianis Kandidiana,Malak Preslavets, Silistra
2420,Mlaștina din Malak Preslavets,Malak Preslavets, Silistra,Malak Preslavets Swamp,Malak Preslavets, Silistra
2079,Zona Tuzlata,Balchik, Dobritch,Tuzla Area,Balchik, Dobritch
2080,Spitalul Clinic de Recuperare Tuzlata,Balchik, Dobritch,Rehabilitation Hospital of Tuzlata,Balchik, Dobritch
2090,Tuzla din Shabla,Shabla, Dobritch,Tuzla of Shabla,Shabla, Dobritch
